Wavelengths,HRCR
595,0.6826728128546243
596,0.7076277263893649
597,0.732582642524274
598,0.7575375560590146
599,0.775138574480498
600,0.7926512599806406
601,0.8072135551834133
602,0.8187724556557087
603,0.8303313587281724
604,0.8418902618006362
605,0.8534491622729317
606,0.8650080653453954
607,0.8765669684178592
608,0.8881258688901545
609,0.8997338761431061
610,0.911555445628526
611,0.9200534668470598
612,0.9255471520741507
613,0.9310408347010732
614,0.9365345199281642
615,0.9420282051552551
616,0.947521890382346
617,0.9530155756094368
618,0.9585092608365278
619,0.9640029434634503
620,0.9682353753989132
621,0.9704594996558862
622,0.9726836239128591
623,0.9749077481698321
624,0.9771318750269734
625,0.9793559992839463
626,0.9815801235409193
627,0.9838042477978922
628,0.9860283746550337
629,0.9882524989120066
630,0.9904766231689796
631,0.9919133280246404
632,0.9927904428355422
633,0.9936675576464439
634,0.9945446724573456
635,0.9954217872682473
636,0.9962989020791491
637,0.9971760168900509
638,0.998053134301121
639,0.9989302491120223
640,0.9998073639229237
641,1.0
642,0.9997627710346293
643,0.9995255420692538
644,0.9992883131038647
645,0.999051084138438
646,0.99881385517291
647,0.9985766236069374
648,0.9983393946403839
649,0.9981021656717933
650,0.9955880654242909
651,0.9905551768195229
652,0.9855222855744161
653,0.9804893942206766
654,0.975456505173335
655,0.9704236127314204
656,0.9653907207415248
657,0.9603578203428137
658,0.9553249068379879
659,0.9502919482652052
660,0.9459213897767954
661,0.9422013391524514
662,0.9384804474287198
663,0.934757268840095
664,0.9310279085214469
665,0.9272818032258465
666,0.9234903774716037
667,0.9195763078371286
668,0.915330561374055
669,0.9101895465695038
670,0.9037265026723207
671,0.8918023260036725
672,0.863467241593964
673,0.796925145339594
674,0.6602173406795219
675,0.4507091092191467
676,0.24197700679103545
677,0.10705128063077174
678,0.04251158950124038
679,0.016092265270987623
680,0.005976854218806234
681,0.002203950796993055
682,0.000810527311726754
683,0.00029778492716505073
684,0.00010936493764378939
685,4.016000447152777e-05
686,1.474641380269168e-05
687,5.414640532099511e-06
688,1.988146435507316e-06
689,7.300026862983083e-07
690,2.6803935605843284e-07
691,9.826667088939158e-08
692,3.6008153462902605e-08
693,1.3194370362811389e-08
694,4.834701507522796e-09
695,1.7715107567423403e-09
696,6.490991018217898e-10
697,2.378325250215083e-10
698,8.71413609952577e-11
699,3.192791124578827e-11
700,1.1697985537866948e-11
701,4.2858350032740126e-12
702,1.572626879453704e-12
703,5.770337126312209e-13
704,2.11810832676201e-13
705,7.761107982434566e-14
706,2.8500239047127774e-14
707,1.0453552717489174e-14
708,3.8412950822232716e-15
709,1.4595357213445624e-15
710,5.458953506908121e-16
711,1.814882686258043e-16
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
