Wavelengths,G12
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,2.4472021265907504e-05
514,0.0010816024227560885
515,0.001161602112827151
516,0.0016577415182852592
517,0.001760029374989662
518,0.0015438202279024506
519,0.0006623558096172989
520,0.000804829311841993
521,0.0011202919382690961
522,0.0014209826722775434
523,0.001995649640708511
524,0.0018817653493262815
525,0.0016467851066432424
526,0.0019636690513880907
527,0.002833528116991984
528,0.0034587736760971037
529,0.0029849026932496003
530,0.003196080430618048
531,0.0033519149995988994
532,0.0042005870168103235
533,0.004190275996465922
534,0.004290412193739375
535,0.004082493998688219
536,0.0030478830739632504
537,0.003005892867695995
538,0.0031132143944980002
539,0.003300807588517767
540,0.0034024110296051882
541,0.0033328945366935727
542,0.0030493369343361724
543,0.0041177586394530764
544,0.0041451244163665775
545,0.0036910622280639936
546,0.003432506253690004
547,0.0035135218333149907
548,0.003460422226243103
549,0.003765951782536369
550,0.0035715880175596544
551,0.003413872409972917
552,0.003111969877059434
553,0.0027158189377040425
554,0.003003017321175585
555,0.003562353999852981
556,0.0038114103516613514
557,0.003430222401716464
558,0.0032157077908534734
559,0.0037416730510526474
560,0.004182396451243476
561,0.0040207291276284285
562,0.004606306433057701
